start	end	text
7079000	7081000	acredito quem quiser
7081000	7083000	ele faça a leitura quem quiser
7083000	7085000	aí depende de cada um
7085000	7087000	não, mas eu vejo de outra forma
7087000	7089000	ótimo
7089000	7091000	ótimo, cada um vê como quer
7091000	7093000	eu não vou induzir ninguém
7093000	7095000	eu não vou dizer pra ninguém
7095000	7097000	eu tô dizendo que eu
7097000	7099000	tô preparado
7099000	7101000	tô preparado pra isso
7101000	7103000	concordo plenamente
7103000	7105000	com você, Renato, porque eu vejo
7105000	7107000	por exemplo, mesmo
7107000	7109000	muitas pessoas
7109000	7111000	acordadas deste grupo e de outros
7111000	7113000	quando falam que vai acontecer
7113000	7115000	qualquer coisa, a pessoa inconscientemente
7115000	7117000	até pela própria programação
7117000	7119000	ela fica esperando acontecer
7119000	7121000	não ia vir isso, não ia vir aquilo
7121000	7123000	então quando a gente
7123000	7125000	se prepara como você fala
7125000	7127000	com tudo
7127000	7129000	mas
7129000	7131000	internamente do melhor
7131000	7133000	eu também, eu quero
7133000	7135000	ou tá dormindo
7135000	7137000	ou fazer uma raça mágica
7137000	7139000	olha tudo já de outro prisma
7139000	7141000	eu penso melhor, exatamente
7141000	7143000	voltar todas as minhas memórias
7143000	7145000	e tá me iluminar
7145000	7147000	o que eu quero
7147000	7149000	concordo plenamente
7149000	7151000	mas é que a gente tá tão acostumado
7151000	7153000	a reforçar ideias
7153000	7155000	de paciente coletivo
7155000	7157000	que realmente, além de todas as ações
7157000	7159000	que você falou
7159000	7161000	eu acho melhor não ser
7161000	7163000	não falar
7163000	7165000	o que pode acontecer
7165000	7167000	entende?
7167000	7169000	deixa quieto
7169000	7171000	só se preparem
7171000	7173000	e eu
7173000	7175000	acontecer é muito individual
7175000	7177000	entende?
7179000	7181000	individual
7181000	7183000	onde cada um vai estar
7183000	7185000	como cada um vai estar
7185000	7187000	como vai estar o estado de espírito
7187000	7189000	com quem vai estar
7189000	7191000	com que nível de preparação
7193000	7195000	existe uma diversidade enorme
7197000	7199000	pessoal eu
7199000	7201000	são 18, 32
7201000	7203000	passaram
7203000	7205000	duas horas
7205000	7207000	o que vocês querem fazer, querem seguir
7207000	7209000	querem parar, fizemos outra
7211000	7213000	você decidem
7213000	7215000	formim
7215000	7217000	caótica
7217000	7219000	e a gente pode continuar um pouquinho mais
7219000	7221000	ou podemos marcar outra
7221000	7223000	formim também, pode continuar
7223000	7225000	tá muito legal
7225000	7227000	tá
7227000	7229000	bem, o que vocês querem que eu fale
7229000	7231000	porque basicamente
7231000	7233000	o meu roteiro é larga
7233000	7235000	sobre flecha solar
7235000	7237000	tem mil coisas pra fazer
7237000	7239000	pra falar
7239000	7241000	os movimentos
7241000	7243000	de placas, terremotos, vulcões
7243000	7245000	bem, tudo isso vocês acham na internet
7245000	7247000	eu só daria um ponto
7247000	7249000	talvez mais
7249000	7251000	em relação aos
7251000	7253000	ao sol
7253000	7255000	que uma coisa que o professor tem felizado
7255000	7257000	muito também, que
7257000	7259000	o famoso ciclo 25
7259000	7261000	que
7261000	7263000	que ele tá sintestificando
7263000	7265000	e provavelmente vai
7265000	7267000	vai acontecer
7267000	7269000	esse ano, pode ser um fator
7269000	7271000	determinante de tudo isso
7271000	7273000	que nós estamos falando
7277000	7279000	o sol
7279000	7281000	ele pode emitir
7281000	7283000	vários tipos
7283000	7285000	de
7285000	7287000	energia, vamos chamar o seguinte
7287000	7289000	desde energias
7289000	7291000	de eletromagnéticas
7291000	7293000	até energias
7293000	7295000	densas de radiação
7295000	7297000	fogo
7297000	7299000	tá
7299000	7301000	fogo fogo mesmo
7301000	7303000	ou seja, chega uma radiação
7303000	7305000	tão pesada aqui que queima
7307000	7309000	principalmente se a gente não tiver
7309000	7311000	a proteção do campo
7311000	7313000	eletromagnético
7313000	7315000	então
7315000	7317000	a
7317000	7319000	toda essa questão de eletrônicos
7319000	7321000	carros
7321000	7323000	tudo isso vocês
7323000	7325000	podem pensar
7325000	7327000	de que
7327000	7329000	uma energia um flash solar
7329000	7331000	bastante forte pode
7331000	7333000	acabar com tudo isso
7333000	7335000	ou seja
7335000	7337000	se os DGS não conseguirem
7337000	7339000	cortar
7339000	7341000	a energia
7341000	7343000	o próprio sol pode fazer isso
7345000	7347000	eu pessoalmente acredito que isso vai acontecer
7347000	7349000	depois
7349000	7351000	das tentativas
7351000	7353000	dos DGS
7353000	7355000	e depois das entradas
7355000	7357000	das ondas de alta frequência
7361000	7363000	a questão
7363000	7365000	do que ter
7365000	7367000	em casa preparação
7367000	7369000	externa
7369000	7371000	eu acho que tudo isso já tá bem falado
7371000	7373000	no nosso grupo lá
7373000	7375000	que a gente tem lá no telegram
7375000	7377000	preparadores
7377000	7379000	muito
7379000	7381000	interessantes
7381000	7383000	toda parte de
7383000	7385000	água, comida
7385000	7387000	medicamentos
7387000	7389000	vestuário
7389000	7391000	a gente não fala muito
7391000	7393000	vestuário, mas a gente tem que estar preparado
7393000	7395000	também pra
7395000	7397000	pra uma onda polar muito forte
7399000	7401000	existem
7401000	7403000	teorias
7403000	7405000	baseados
7405000	7407000	em
7407000	7409000	as regressas do planeta
7409000	7411000	de que
7411000	7413000	a inversão popular também provoca
7415000	7417000	um resfriamento
7417000	7419000	rápido
7419000	7421000	do planeta
7421000	7423000	existe essa possibilidade
7425000	7427000	e por nós temos que pensar
7427000	7429000	toda, por exemplo, eu vejo pouca gente
7431000	7433000	nas
7433000	7435000	no material de preparação
7435000	7437000	pensando na questão de higiene
7439000	7441000	a questão
7443000	7445000	de ferramentas
7447000	7449000	ferramentas tipo
7449000	7451000	faca, pá, serra
7455000	7457000	armas e munições nós acumentamos
7457000	7459000	comunicação
7461000	7463000	eu acho que não vai ter muita utilidade
7463000	7465000	mas
7465000	7467000	que puder que tenha algum
7467000	7469000	rádio
7469000	7471000	dentro de alguma
7471000	7473000	caixa de gaela de faride
7473000	7475000	eu já fiz duas pra mim
7477000	7479000	já fiz uma pro comandante
7479000	7481000	dei pra ele, gostou
7481000	7483000	tá usando, guarda
7483000	7485000	de pamentos eletrônicos mais sensivos
7485000	7487000	dentro de caixas
7487000	7489000	vocês têm uma ideia
7489000	7491000	o que é uma caixa de faride
7491000	7493000	não
7495000	7497000	não, eu não tenho
7499000	7501000	tem uma
7501000	7503000	faride um cientista
7503000	7505000	que inventou uma espécie
7505000	7507000	de uma gaola
7507000	7509000	onde não entra energia
7509000	7511000	aí ele bloqueia as ondas
7513000	7515000	tá, porque qualquer energia é onda
7515000	7517000	então dependendo
7517000	7519000	da grade
7519000	7521000	da
7521000	7523000	da caixa
7523000	7525000	ele bloqueia
7525000	7527000	qualquer frequência
7527000	7529000	e eu
7529000	7531000	pra ter uma caixa bem feita
7531000	7533000	eu faço ela com folha de chumbo
7533000	7535000	então eu faço
7535000	7537000	caixa
7537000	7539000	de metal
7539000	7541000	e forro ela com
7541000	7543000	laminas de chumbo
7543000	7545000	e como é que o provo que ela tá bem
7545000	7547000	eu ponho
7547000	7549000	um par de radios ali dentro
7549000	7551000	com diversas frequências
7551000	7553000	e vejo se ele recebe
7553000	7555000	e transmite
7555000	7557000	eu tenho um analisador
7557000	7559000	de
7559000	7561000	espectro
7563000	7565000	e eu vejo que ele funciona
7565000	7567000	ou seja
7567000	7569000	eu tenho equipamento sensível ali dentro
7569000	7571000	o que é equipamento sensível
7571000	7573000	um par de radios
7573000	7575000	equipamentos
7575000	7577000	que são
7579000	7581000	algum equipamento
7581000	7583000	de 12 volts
7583000	7585000	transformadores
7585000	7587000	ratificadores
7587000	7589000	alguma coisa mais na área
7589000	7591000	de eletrônica que eu acho que pode ser útil
7593000	7595000	mas uma gaela de farida e pode ser
7595000	7597000	também um micro ondas
7597000	7599000	até uma geladeira, muitas vezes funciona
7599000	7601000	você pode fazer testes
7601000	7603000	você pode
7603000	7605000	ter um celular dentro do micro ondas
7605000	7607000	não ligue o micro ondas
7607000	7609000	só para fazer um teste
7609000	7611000	tem micro ondas bons
7611000	7613000	tem micro ondas bons
7613000	7615000	que
7615000	7617000	que vocês colocam o celular dentro
7617000	7619000	e tentem
7619000	7621000	ligar pelo wi-fi
7621000	7623000	para o red 4G, 3G
7623000	7625000	e ele não vai se comunicar
7625000	7627000	micro ondas já
7627000	7629000	que não são tão bons
7629000	7631000	eles permitem
7631000	7633000	as frequências atravessarem
7633000	7635000	os micro ondas
7635000	7637000	que permitem as frequências
7637000	7639000	entrarem por exemplo
7639000	7641000	num telefone que esteja lá dentro
7641000	7643000	eu sugiro vocês
7643000	7645000	que atirem no lixo
7645000	7647000	porque se ele deixa entrar a frequência
7647000	7649000	porque as frequências de micro ondas dele
7649000	7651000	também saem
7651000	7653000	são danosas para a saúde
7653000	7655000	tá
7655000	7657000	é um teste
7657000	7659000	de demandupla
7659000	7661000	que vocês podem fazer
7661000	7663000	que podem servir
7663000	7665000	para numa emergência
7665000	7667000	você sabe, está previsto, amanhã tem um flash
7667000	7669000	celular, vou meter o meu celular lá dentro
7669000	7671000	do micro ondas
7671000	7673000	deixa ele dormindo lá dentro
7673000	7675000	ou da geladeira
7675000	7677000	mas faça um teste para ver se o micro ondas
7677000	7679000	funciona bem ou não
7679000	7681000	mesmo com a geladeira
7681000	7683000	eu faço assim
7683000	7685000	eu tenho um notebook velho
7685000	7687000	por exemplo que eu podia botar fora
7687000	7689000	e botar dentro da minha gaiola
7689000	7691000	eu tenho um HD
7691000	7693000	com todos os meus vídeos
7693000	7695000	do professor, todas as transcrições
7695000	7697000	tenho HD
7697000	7699000	eu tenho
7699000	7701000	isso em chip também
7701000	7703000	está tudo dentro da minha caixa
7703000	7705000	se vai ser útil não
7705000	7707000	não sei, mas tá lá
7707000	7709000	eu estou fazendo o que eu posso
7709000	7711000	vamos ver aqui
7711000	7713000	mais que eu posso falar para vocês
7713000	7715000	eu tenho
7715000	7717000	dois Starlink
7717000	7719000	eu estou falando por vocês aqui do campo
7719000	7721000	com Starlink fix
7721000	7723000	eu tenho um
7723000	7725000	que está dentro do meu carro
7725000	7727000	está sempre dentro do meu carro
7727000	7729000	junto com uma
7729000	7731000	uma mochila
7731000	7733000	que eu tenho bastante coisa nessa mochila
7733000	7735000	vamos fazer a lista
7735000	7737000	e bem pessoal
7737000	7739000	é isso aí, cada um se prepara
7739000	7741000	como pode
7743000	7745000	então Renato
7745000	7747000	realmente
7747000	7749000	é uma super preparação
7749000	7751000	mas
7751000	7753000	eu acho que seria interessante
7753000	7755000	talvez a gente estava
7755000	7757000	colocar um outro chat
7757000	7759000	com as pessoas
7759000	7761000	colocarem as dúvidas mais
7761000	7763000	importantes porque eu acho que
7763000	7765000	esse teu chat fez todo mundo
7765000	7767000	pensar muito
7767000	7769000	a respeito, não digo do improvável
7769000	7771000	mas de começar a enxergar
7771000	7773000	os cenários porque estava todo mundo
7773000	7775000	muito mais preocupado
7775000	7777000	com a comida, com esse tipo de coisa
7777000	7779000	e quando a gente fala
7779000	7781000	nos exógenos
7781000	7783000	como você falou
7783000	7785000	pode vir fogo, pode vir água
7785000	7787000	e a gente até fez aquela brincadeira
7787000	7789000	com a memória no décimo cestandar
7789000	7791000	se for enchente
7791000	7793000	os vizinhos podem subir para minha casa
7793000	7795000	mas se for um terreno alto aqui
7795000	7797000	vai ser o primeiro lugar que vai embora
7797000	7799000	então
7799000	7801000	esse tipo de noção
7801000	7803000	das pessoas se colocarem
7803000	7805000	e isso que vocês estavam falando também
7805000	7807000	do que já estão acontecendo
7807000	7809000	eu vi um dia desses
7809000	7811000	montanhas da Suíça
7811000	7813000	ruindo por causa de uma falha geológica
7813000	7815000	então
7815000	7817000	essas pequenas coisas já estão acontecendo
7819000	7821000	em um nível menor
7821000	7823000	então eu acho que
7823000	7825000	como talvez
7825000	7827000	devem ter surgido muitas dúvidas
7827000	7829000	eu acho que todo mundo tinha que pensar um pouquinho
7831000	7833000	e ver se a gente faz mais um
7833000	7835000	com algumas dúvidas mais
7837000	7839000	prementes
7839000	7841000	na semana que vem no próximo
7841000	7843000	mas
7843000	7845000	porque a gente já tem algum outro chat marcado
7845000	7847000	com a Letiz
7847000	7849000	mas para voltar a esse assunto que eu acho importantíssimo
7849000	7851000	o Renato abordou
7851000	7853000	pontos
7853000	7855000	que pouca gente pensa
7857000	7859000	muito bem
7859000	7861000	agora aqui está começando a desandar
7861000	7863000	uma chuva
7867000	7869000	eu acho que nós vamos finalizar
7869000	7871000	pessoal
7871000	7873000	os fatores
7873000	7875000	eles vão se intensificar
7875000	7877000	a resistência
7877000	7879000	está trabalhando
7879000	7881000	muito forte
7881000	7883000	está conseguindo
7883000	7885000	segurar muita coisa
7885000	7887000	mas os próprios desógenos
7887000	7889000	aos poucos como a Regina falou
7889000	7891000	vocês vão ver
7891000	7893000	questões acontecendo
7893000	7895000	cada vez mais
7895000	7897000	quem conhece o cinturão de fogo
7897000	7899000	ao redor do Pacífico
7899000	7901000	existe uma área
7901000	7903000	que a rodeia todo o Pacífico
7903000	7905000	começa aqui no sul da Argentina
7905000	7907000	a divisa entre
7907000	7909000	Argentina e Chile
7909000	7911000	vai até
7911000	7913000	norte do Canadá
7913000	7915000	e desce
7915000	7917000	pela costa da Sibéria
7917000	7919000	pega toda aquela costa da China
7919000	7921000	tudo Coreia
7921000	7923000	esse cinturão cada vez está se movimentando
7923000	7925000	mais
7925000	7927000	a gente está vendo cada vez mais pequenos terremotos
7927000	7929000	em todo esse cinturão
7929000	7931000	isso é um sinal que toda placa
7931000	7933000	indo
7933000	7935000	pacífica
7935000	7937000	ela está num processo
7937000	7939000	ao menos ela está se ajustando
7939000	7941000	tem vários sinais
7941000	7943000	como esse que a Regina falou também
7943000	7945000	estabilidade
7945000	7947000	alguns lugares de terremos
7947000	7949000	todos acompanharam os vários terremotos
7949000	7951000	que tiveram
7951000	7953000	na Grécia
7953000	7955000	todos os dias a gente está vendo
7955000	7957000	só que eu acho que vai chegar
7957000	7959000	um momento que
7959000	7961000	que os dejeis
7961000	7963000	eles são muito inteligentes
7963000	7965000	eles conhecem muito bem os humanos
7965000	7967000	eles vão
7967000	7969000	mesmo não tendo um terremoto
7969000	7971000	muito grande
7971000	7973000	eles vão tocar o pavor
7973000	7975000	no momento que eles
7975000	7977000	tocarem o pavor
7977000	7979000	ou seja, todos os noticiários
7979000	7981000	ah, vai vir muita remota ser prepara
7981000	7983000	é sinal de que
7983000	7985000	vai vir um evento exógeno
7985000	7987000	para mim o sinal vai ser esse
7987000	7989000	não sei se vocês
7989000	7991000	entenderam o que eu estou falando
7991000	7993000	a hora que eles fizerem
7993000	7995000	se eles não conseguirem fazer o caos
7995000	7997000	do jeito que a gente já falou aqui
7997000	7999000	eles vão tentar usar
7999000	8001000	a comunicação
8001000	8003000	alguma coisa para
8003000	8005000	parecido com o que foi feito
8005000	8007000	aí no covid
8007000	8009000	botar todo medo
8009000	8011000	medo em todo mundo
8011000	8013000	aí é sinal de que eles estão
8013000	8015000	precentando que algum exógeno
8015000	8017000	grande está vindo
8017000	8019000	pessoal, eu agradeço
8019000	8021000	muito muito a atenção de vocês
8021000	8023000	uma saudade imensa
8023000	8025000	do encontro presidencial
8025000	8027000	para abraçar cada um de vocês
8027000	8029000	ah, nós também
8029000	8031000	nós também
8031000	8033000	e foi muito
8033000	8035000	bom
8035000	8037000	falar, só eu falei
8037000	8039000	quase alguns comentaram
8039000	8041000	se alguém quiser fazer uma participação
8041000	8043000	rápida, uma pergunta última
8043000	8045000	eu estou à disposição, tá?
8045000	8047000	senão a gente encerra
8051000	8053000	eu tenho
8053000	8055000	e dá um abraço
8077000	8079000	ok, graças amigo
8079000	8081000	nos vemos na vida
8083000	8085000	fala, Monica
8085000	8087000	é
8087000	8089000	só uma pergunta
8089000	8091000	dependendo do grau
8091000	8093000	desse flash solar
8093000	8095000	a parte também de latarias
8095000	8097000	e outras coisas
8097000	8099000	também
8099000	8101000	seriam afetadas, não?
8101000	8103000	que lataria
8103000	8105000	não, eu digo assim
8105000	8107000	quando você tem a gaiola
8107000	8109000	de faradai, você vai por
8109000	8111000	objetos sensíveis
8111000	8113000	mas dependendo da
8113000	8115000	intensidade do flash solar
8115000	8117000	outras partes
8117000	8119000	de metais e coisas assim
8119000	8121000	também seriam afetadas, ou não?
8121000	8123000	não
8123000	8125000	se for forte o suficiente
8127000	8129000	para destruir uma gaiola
8129000	8131000	ou um metal
8131000	8133000	tu já vai estar frita
8133000	8135000	é isso que eu estava entendendo
8135000	8137000	onde estiver
8137000	8139000	eu entendo?
8139000	8141000	mas é rapidinho né
8141000	8143000	Renato
8145000	8147000	é, o flash solar
8147000	8149000	eu prefiro um flash solar
8149000	8151000	do que uma inundação
8151000	8153000	eu também, é rapidão
8153000	8155000	para a punta
8155000	8157000	para ter energia, tal e bem
8157000	8159000	você está moindo, tá bom
8159000	8161000	mas antes
8161000	8163000	a energia por lá
8163000	8165000	não, com certeza
8165000	8167000	e outra coisa que você falou
8167000	8169000	que eu acho importantíssimo
8169000	8171000	dos DGS anunciarem
8171000	8173000	que está chegando alguma coisa
8173000	8175000	ou eles podem usar um outro truque
8175000	8177000	que eles usam sempre, isso na minha cabeça
8177000	8179000	olhe para cá, mas não olhe para cá
8179000	8181000	eles te distraem com alguma outra coisa
8181000	8183000	que vai estar todo mundo apavorado
8183000	8185000	etc e tal
8185000	8187000	quando tem alguma outra coisa importantíssima
8187000	8189000	comendo solta do outro lado
8189000	8191000	isso também é uma prática muito usada
8191000	8193000	é, eles são
8193000	8195000	danadinhos e bem inteligentes
8195000	8197000	com certeza
8197000	8199000	alguém mais?
8201000	8203000	eu cheguei no final Renato
8203000	8205000	eu estava trabalhando
8205000	8207000	mas eu adoro aí
8207000	8209000	o pilonzinho
8209000	8211000	depois eu vou ficar gravado
8211000	8213000	para a gente rever que não viu né
8213000	8215000	um abraço bem grande
8215000	8217000	para todos aí
8217000	8219000	ok
8219000	8221000	grato da minha parte
8221000	8223000	pessoal
8223000	8225000	um grande forte abraço
8225000	8227000	tá
8227000	8229000	sinto ser abraçados todos
8229000	8231000	meus irmãos queridos
8231000	8233000	estamos juntos
8233000	8235000	criando uma energia positiva
8235000	8237000	que vai vir
8237000	8239000	desmanchar essa ilusão
8239000	8241000	esse véu de controle
8241000	8243000	e vamos ser
8243000	8245000	livres
8245000	8247000	livres
8247000	8249000	livres como diz o nosso
8249000	8251000	comandante
8251000	8253000	completamente livres
8253000	8255000	lindo lindo lindo
8255000	8257000	tchau zão beijão
8257000	8259000	um beijo querido a gente te agradece
8259000	8261000	muito muito muito por
8261000	8263000	esse chat maravilhoso
8263000	8265000	tão cheio de informações
8265000	8267000	interessantes
8267000	8269000	e já podemos pensar
8269000	8271000	depois num outro aí as pessoas vão pensando
8271000	8273000	perguntas
8273000	8275000	para a gente dar continuidade
8275000	8277000	te agradeço
8277000	8279000	graças a todos
8279000	8281000	que nos acompanharam
8281000	8283000	e podem ir pensando
8283000	8285000	perguntas
8285000	8287000	porque esse assunto vai dar muito pano
8287000	8289000	para a manca
8289000	8291000	boa noite uma boa semana
8291000	8293000	para todos vocês
8293000	8295000	mônica
8295000	8297000	pessoal somente reiterando
8297000	8299000	agradecendo Renato
8299000	8301000	por essa
8301000	8303000	aula de
8303000	8305000	educação
8305000	8307000	Renato por essa
8307000	8309000	aula por essa exposição
8309000	8311000	tão rica que ele fez para todos nós
8311000	8313000	e como eu sempre
8313000	8315000	gosto de terminar tudo de uma maneira
8315000	8317000	com um olhar positivo
8317000	8319000	eu continuo dizendo
8319000	8321000	nós temos sim que preparar
8321000	8323000	temos que tomar medidas
8323000	8325000	no nosso campo físico, no mental
8325000	8327000	no emocional, no espiritual
8327000	8329000	mas não esquecer
8329000	8331000	que nós temos que olhar tudo isso
8331000	8333000	com aquele olhar de observador
8333000	8335000	de neutralidade
8335000	8337000	de discernimento imparcial
8337000	8339000	com muita calma
8339000	8341000	nós somos
8341000	8343000	por energia
8343000	8345000	nós somos co-criadores
8345000	8347000	e nós podemos influir em tudo o que vai acontecer
8347000	8349000	está nas nossas mãos
8349000	8351000	fazer isso
8351000	8353000	o senhor é meu pastor
8353000	8355000	a fonte nos guia
8355000	8357000	e lembrar que a morte não existe
8357000	8359000	nós somos muito amados
8359000	8361000	somos ajudados a todo momento
8361000	8363000	acontece o que acontecer
8363000	8365000	seja como for o fim
8365000	8367000	ou a transição
8367000	8369000	eu acho que nós temos que ver
8369000	8371000	esse momento com muito alívio
8371000	8373000	com alegria porque significa
8373000	8375000	o fim dessa peça de teatro
8375000	8377000	e a nossa volta para casa
8377000	8379000	então, pensamento positivo
8379000	8381000	agradeço de novo Renato
8381000	8383000	e mando um abraço
8383000	8385000	e um beijo, um desejo de uma ótima semana
8385000	8387000	para todos vocês
8387000	8389000	até a próxima
8389000	8391000	um beijo no coração
